authors,title,year,abstract,doi,link,search_method
Amelia Tseng,"‘Qué barbaridad, son latinos y deberían saber español primero’: Language Ideology, Agency, and Heritage Language Insecurity across Immigrant Generations",2020,"... and opposition to bilingual education ( Wiley 2012 ); within this, Spanish, despite being the second most spoken language nationwide, is targeted as ‘undesirable’ due to prejudice against Latinos ( Leeman 2012 ;  Gonzalez-Barrera and Lopez 2013 ). This social and linguistic discrimination can cause ambivalent...",10.1093/applin/amaa004,https://doi.org/10.1093/applin/amaa004,manual_journal_search[applied_linguistics]
Laura Jenkins and others,Providing Opportunities for Patients to Say More about Their Pain without Overtly Asking: A Conversation Analysis of Doctors Repeating Patient Answers in Palliative Care Pain Assessment,2021,"... through repetition ,’  Japanese Association for Language Teaching Journal   31 :  5 – 34 .       Hellerman  J.     2003 . ‘ The interactive work of prosody in the IRF exchange: Teacher repetition in feedback moves ,’  Language in Society   32 :  79 – 104 .        Heritage  J.     2012 . ‘ Epistemics...",10.1093/applin/amaa062,https://doi.org/10.1093/applin/amaa062,manual_journal_search[applied_linguistics]
Kimberley Mulder and Jan H. Hulstijn,"Linguistic Skills of Adult Native Speakers, as a Function of Age and Level of Education",2011,"... knowledge and skills, studies investigating the question of whether second-language learners can reach native levels of proficiency, should take native-speaker variability into account.  The notion of native speaker (NS) is relevant in much of the second-language (L2) acquisition literature...",10.1093/applin/amr016,https://doi.org/10.1093/applin/amr016,manual_journal_search[applied_linguistics]
Vittorio TANTUCCI,From Co-Actionality to Extended Intersubjectivity: Drawing on Language Change and Ontogenetic Development,2018,"... of repair all as markers of the same conceptual category. An obvious question naturally arises from such a variety of definitions and objects of enquiry: What is  not intersubjective in language? And if the answer is nothing, a second question subsequently comes to mind...",10.1093/applin/amy050,https://doi.org/10.1093/applin/amy050,manual_journal_search[applied_linguistics]
Michaela Albl-Mikasa and Anne Catherine Gieshoff,ELF Density: Extending English as a Lingua Franca Research to Monological ELF Texts and Speeches,2022,"... in typical ELF settings, where ‘ELF lects are used in authentic second language use, by speakers in the real world from professionals to tourists and asylum seekers […]’ ( Mauranen 2018 : 10). The work of conference interpreters is situated at the professional non-interactive end of such real-world ELF...",10.1093/applin/amac058,https://doi.org/10.1093/applin/amac058,manual_journal_search[applied_linguistics]
Tomoko Tode,A Migrant’s Chronotopic Identities in Playful Talk in a Classroom,2023,"..., and the Initiation–Response–Feedback (IRF) genre. A common genre within an L2 classroom chronotope is the IRF genre, where the teacher acts as a transmitter of information or a trainer of skills ( Waring 2013 ). Considering that the IRF genre is more prevalent among remedial English classes than among higher-track...",10.1093/applin/amad013,https://doi.org/10.1093/applin/amad013,manual_journal_search[applied_linguistics]
Brigitta Busch,The Linguistic Repertoire Revisited,2012,"... an exploration of previously neglected factors such as the power of categories or the significance of desire in language. In the second part, this article considers a novel methodological approach to studying linguistic repertoires: a multimodal, biographical approach using a language portrait, which involves...",10.1093/applin/ams056,https://doi.org/10.1093/applin/ams056,manual_journal_search[applied_linguistics]
Emma Dafouz and Ute Smit,Towards a Dynamic Conceptual Framework for English-Medium Education in Multilingual University Settings,2014,"... and beliefs teachers have regarding the learning process and how their teaching can best support students (e.g.   Doiz et al. 2012   ). Such views influence the actual practices themselves and how policies are implemented in the classroom (  Borg 2011  ). Finally, we turn to the development...",10.1093/applin/amu034,https://doi.org/10.1093/applin/amu034,manual_journal_search[applied_linguistics]
Wei Li and Hua Zhu,Translanguaging Identities and Ideologies: Creating Transnational Space Through Flexible Multilingual Practices Amongst Chinese University Students in the UK,2013,... ‘transnational’ is used to refer to individuals whose life has been materially affected by global and transnational processes. These include students who are from China and other Chinese-speaking regions who are studying in the UK as well as those first- or second-generation British-born Chinese. The latter...,10.1093/applin/amt022,https://doi.org/10.1093/applin/amt022,manual_journal_search[applied_linguistics]
Stephen Louw and others,Teacher Trainers’ Beliefs About Feedback on Teaching Practice: Negotiating the Tensions Between Authoritativeness and Dialogic Space,2014,"... teaching beliefs and practices ,’  System   37 / 3 :  380 – 90 .         Randall  M    Thornton  B   .  2001 .  Advising and Supporting Teachers .  Cambridge University Press .       Richards  J    Lockhart  C   .  1994 .  Reflective Teaching in Second Language Classrooms .  Cambridge University Press...",10.1093/applin/amu062,https://doi.org/10.1093/applin/amu062,manual_journal_search[applied_linguistics]
Kaja Jasińska and others,"Evaluating Bilingual Children’s Native Language Abilities in Côte d’Ivoire: Introducing the Ivorian Children’s Language Assessment Toolkit for Attié, Abidji, and Baoulé",2022,"... languages (i.e. English, French), effectively only measuring bilingual children’s second language (L2) abilities. Increasing the availability of language assessment tools in more languages, particularly for bilingual children, can increase our understanding of and ultimately improve bilingual...",10.1093/applin/amac025,https://doi.org/10.1093/applin/amac025,manual_journal_search[applied_linguistics]
Li Wei and Tong King Lee,Transpositioning: Translanguaging and the Liquidity of Identity,2023,"... the specific assemblage, and within trajectories of time and space, continuously shifting and re-shaping in their contexts and mobility’ ( Hawkins 2018 : 64; emphasis added). Second, translanguaging is not limited to the intersection of signs. It is as much if not more about the transformation...",10.1093/applin/amad065,https://doi.org/10.1093/applin/amad065,manual_journal_search[applied_linguistics]
Rein Ove Sikveland and others,Overcoming Suicidal Persons’ Resistance Using Productive Communicative Challenges during Police Crisis Negotiations,2019,"... though. The negotiator’s proposal (lines 01-03) is initially met with a long 1.6 seconds of silence (line 04), which forecasts the PiC’s possible trouble with agreeing to his terms. The negotiator then pursues the proposal (line 05), but before he completes his turn, the PiC starts in overlap...",10.1093/applin/amy065,https://doi.org/10.1093/applin/amy065,manual_journal_search[applied_linguistics]
Lindsay C Nickels and others,Defining diagnostic uncertainty as a discourse type: A transdisciplinary approach to analysing clinical narratives of Electronic Health Records,2023,"... and a developer’s ability to assess that accuracy during testing. In this study, as is customary in a supervised approach, we trained the model using 80% of our full dataset as training data, which was already labelled as either UD or control, in order to teach it how to correctly identify and classify the data...",10.1093/applin/amad012,https://doi.org/10.1093/applin/amad012,manual_journal_search[applied_linguistics]
Jeannette Littlemore and others,An Investigation into Metaphor Use at Different Levels of Second Language Writing,2013,... in discourse  Journal of Applied Linguistics  2004  1  7  36         Cieślicka  A    Literal salience in on-line processing of idiomatic expressions by second language learners  Second Language Research  2006  22  115  44         Cooper  T    Processing of idioms by L2 learners of English  TESOL Quarterly...,10.1093/applin/amt004,https://doi.org/10.1093/applin/amt004,manual_journal_search[applied_linguistics]
Emma Brooks,Translanguaging Health,2021,"....      1994 . ‘Arfarniad o Ddulliau Dysgu ac Addysgu Yng Nghyd-Destun Addysg Uwchradd Ddwyieithog (an evaluation of teaching and learning methods in the context of bilingual secondary education)’. Ph.D. Bangor, University of Wales.       Zhu  H.  ,   Li  W.  ,   Jankowicz-Pytel  D.   .  2020...",10.1093/applin/amab054,https://doi.org/10.1093/applin/amab054,manual_journal_search[applied_linguistics]
Miya Komori-Glatz and Ute Smit,Exploratory Interactive Explaining (EXINTEX): Constructing Disciplinary Knowledge in Two Multilingual University Settings,2021,"... institutional role can be seen as granting them these rights, whether they choose to occupy a knowing or unknowing stance (e.g. by making statements or asking display questions, respectively). However, this role can be muddled when teaching through a second language as they may not have greater access...",10.1093/applin/amab023,https://doi.org/10.1093/applin/amab023,manual_journal_search[applied_linguistics]
Erhan Aslan and Sylvia Jaworska,Standing ‘in’ and ‘out’ from the Crowd in a Small Genre: Proximity and Positioning in Applied Linguists’ Email Signatures,2024,"... information, optional moves are used strategically for positioning. A comparison by career stage reveals that mid-career academics utilize more positioning than early-career and established academics. The positioning moves in the second half of the decade draw more on academic achievements, multimodality...",10.1093/applin/amae019,https://doi.org/10.1093/applin/amae019,manual_journal_search[applied_linguistics]
Winnie Cheng and Phoenix W. Y. Lam,Western Perceptions of Hong Kong Ten Years On: A Corpus-driven Critical Discourse Study,2012,... certain foreign policies in two politically conflicting regimes through analysing civil unrest cases as reported in newspapers in mainland China and Taiwan.  Li (2009)  examined the effects of intertextuality on the discursive construction of national identities in two newspapers in the United States...,10.1093/applin/ams038,https://doi.org/10.1093/applin/ams038,manual_journal_search[applied_linguistics]
Vittorio Tantucci and Aiqing Wang,British Conversation is Changing: Resonance and Engagement in the BNC1994 and the BNC2014,2024,"... ( Rühlemann and Gries 2015 ), pragmatics ( Wang 2005 ,  Capelle et al. 2015 ;  Hatice 2015 ;  Tantucci 2016 ;  Culpeper and Tantucci 2021 ), and language teaching ( Alderson 2007 ;  Flowerdew 2009 ). A key challenge for collecting and interpreting DS data is that a general corpus of informal speech...",10.1093/applin/amae040,https://doi.org/10.1093/applin/amae040,manual_journal_search[applied_linguistics]
Christopher Joseph Jenks,Doing Being Reprehensive: Some Interactional Features of English as a Lingua Franca in a Chat Room,2012,"...’, with an occasional reference to ‘learning’ or ‘practicing’. Though these two latter terms imply a pedagogical aim/focus/theme, there were few instances of explicit orientations to doing language learning and/or being language learners. Many of the interactants have met for the first or second time, and therefore...",10.1093/applin/ams014,https://doi.org/10.1093/applin/ams014,manual_journal_search[applied_linguistics]
Danni Yu and others,Can GPT-4 learn to analyse moves in research article abstracts?,2024,".... 1  and  Table 3 ), and the two-shot prompt, which included only two examples to help the model understand at least the basic annotation criteria. The first example aimed to teach the model that labels should be assigned at sentence level, and the second example guided the model in assigning multiple...",10.1093/applin/amae071,https://doi.org/10.1093/applin/amae071,manual_journal_search[applied_linguistics]
Jessica Aiston and others,"Discourse-based approaches to autistic focussed interests: Understanding shared focus, mutual accommodation, and multimodal expression",2025,"... difficulty answering questions. Similarly, teachers interviewed by  Stone, Mills, and Saggers (2019 : 218) remarked that students ‘did not have to “worry about” their gestures’, and ‘the pressure to make eye contact was lost’. In sum, we have demonstrated that shared interests are an important tool...",10.1093/applin/amaf006,https://doi.org/10.1093/applin/amaf006,manual_journal_search[applied_linguistics]
Anna Eva Hallin and Diana Van Lancker Sidtis,A Closer Look at Formulaic Language: Prosodic Characteristics of Swedish Proverbs,2015,"... Pedagogic Tasks: Second Language Learning, Teaching, and Testing .  Longman , pp.  75 – 93 .       Gibbs  R W   .  2001 . ‘ Proverbial themes we live by ,‘  Poetics   29 / 3 :  167 – 88 .        Graybiel  A M   .  2008 . ‘ Habits, rituals, and the evaluative brain ,’  Annual Review of Neuroscience   31...",10.1093/applin/amu078,https://doi.org/10.1093/applin/amu078,manual_journal_search[applied_linguistics]
Liming Deng and Jing Liu,Move–Bundle Connection in Conclusion Sections of Research Articles Across Disciplines,2022,".... The bundles were analysed based on  Swales’ (1990 ,  2004 ) CARS model to examine the bundle–move/step connection in the RA conclusions.  Address for correspondence: School of Foreign Languages, Hubei University of Economics, Wuhan 430205, China. < [email protected] > © The Author(s) (2022...",10.1093/applin/amac040,https://doi.org/10.1093/applin/amac040,manual_journal_search[applied_linguistics]
Nathan John Albury,Multilingualism and Mobility as Collateral Results of Hegemonic Language Policy,2018,"... resources within the Chinese–Malaysian community, rather than by matters of power or politics. In any case, the relative greater multilingualism of Chinese– and Indian–Malaysians was perceived as empowering non-Malay mobility despite ethnonationalist policy. Second, building on the discursive and legislated...",10.1093/applin/amy054,https://doi.org/10.1093/applin/amy054,manual_journal_search[applied_linguistics]
Seongsook Choi,The Case for Open Source Software: The Interactional Discourse Lab,2015,"... in the area of corpus research, a notable example being AntWebConc (   Anthony et al. 2011   ), software built through collaborative efforts of teachers, researchers, and programmers which has led  Anthony (2013)  to argue the case for collaborative community effort in developing corpus tools...",10.1093/applin/amv066,https://doi.org/10.1093/applin/amv066,manual_journal_search[applied_linguistics]
Tim McNamara and others,LADO as a Language Test: Issues of Validity,2014,... such as the International English Language Testing System (IELTS) and the Internet-based Test of English as a Foreign Language (TOEFL-iBT) are used to decide whether international students are ready to be admitted to universities in those countries. Evidence is sought from student performance on tasks simulating...,10.1093/applin/amu023,https://doi.org/10.1093/applin/amu023,manual_journal_search[applied_linguistics]
Dawn Knight and others,I’m having a Spring Clear Out: A Corpus-based Analysis of e-transactional Discourse,2015,"...). In the second step, our software iterated around the product listings and downloaded all the available information about them. In compiling our corpus, we were primarily interested in the description of the products. Additional secondary information such as their condition, the seller's feedback scores...",10.1093/applin/amv019,https://doi.org/10.1093/applin/amv019,manual_journal_search[applied_linguistics]
Kaisa S Pietikäinen,Misunderstandings and Ensuring Understanding in Private ELF Talk,2016,"...) in order to make the repair more explicit to the interlocutor. The ‘third turn repair’ characteristically involves a full/partial rejection of the second turn (in the form of a negation) paired with a repair sequence; for example, ‘No, I don’t mean X, I mean Y’ ( Schegloff 1987 : 203). However, rejection...",10.1093/applin/amw005,https://doi.org/10.1093/applin/amw005,manual_journal_search[applied_linguistics]
Ofelia García,Decolonizing US Latinx Students’ Language: El Sur in the Schools of El Norte,2023,"...; and she is not aware of the tradition of poetry declamation that exists in many schools in Latin America. The teacher does not recognize Julia’s passion for the written word, and her interpretation abilities. In her English as a New Language class, the teacher is focused on teaching Julia more English...",10.1093/applin/amad017,https://doi.org/10.1093/applin/amad017,manual_journal_search[applied_linguistics]
Kuralay Telgozhayeva and others,The pragmatism of emotional-expressive words in Kazakh linguistics: A study of M. Auezov’s ‘The Way of Abai’,2024,".... Her research interests include modern linguistics, expressive language units in Kazakh linguistics, and the linguistic expression of human emotions. Khadisha Telgozhayeva  is a PhD, Teacher at the Section of Kazakh Language, School-gymnasium No. 28, Republic of Kazakhstan. Her research interests...",10.1093/applin/amae066,https://doi.org/10.1093/applin/amae066,manual_journal_search[applied_linguistics]
Ken Hyland and Feng (Kevin) Jiang,Points of Reference: Changing Patterns of Academic Citation,2017,"...-specialists.   1 Two journals, TESOL Quarterly and Foreign Language Annals, began only in 1967, and so articles were chosen from issues in that year. College Composition and Communication is the only one not indexed in SSCI, but it is an influential, long-running journal listed...",10.1093/applin/amx012,https://doi.org/10.1093/applin/amx012,manual_journal_search[applied_linguistics]
Anne Freadman,The Traps and Trappings of Genre Theory,2012,"...  book by writing that his book is ‘about teaching’, written for teachers, in the hope that ‘the modern reader … will be enabled better to understand and to evaluate modern discussions of the same problems in the teaching of rhetoric’ ( Clark 1957 : 4). In histories, or uptakes, of ancient rhetoric...",10.1093/applin/ams050,https://doi.org/10.1093/applin/ams050,manual_journal_search[applied_linguistics]
Shir Finkelstein and Hadar Netz,Challenging Folk-Linguistics: Grammatical and Spelling Variation in Students’ Writing in Hebrew on WhatsApp and in Essays,2023,"... the perspective of English Foreign Language (EFL) pedagogy ( Carter and McCarthy 2017 ).  Carter and McCarthy (2017) , for example, stress the importance of teaching EFL learners the often-neglected aspects of ‘spoken grammar’, including also newly emergent forms prevalent in ‘Internet English...",10.1093/applin/amac072,https://doi.org/10.1093/applin/amac072,manual_journal_search[applied_linguistics]
Hans Malmström,Engaging the Congregation: The Place of Metadiscourse in Contemporary Preaching,2014,... and applied approaches to language can be of service to homiletics and the teaching of preaching.  This study addresses a new context for research on interpersonally oriented language in the form of so-called ‘metadiscourse’ (  Hyland 2005  ) as well as a gap in the analysis of religious discourse...,10.1093/applin/amu052,https://doi.org/10.1093/applin/amu052,manual_journal_search[applied_linguistics]
Alexandra Kent and Charles Antaki,Police Call-takers' First Substantive Question Projects the Outcome of the Call,2019,"... happening?’ type of question (as seen in Extract 3 above). These open-ended ‘what-’ questions prompt the caller to flesh out their first formulation. In most cases the fleshed-out version is sufficient for the call-taker to use a more implicative second question. 33 Police: Y   e   :s. >Yes,<=We'll...",10.1093/applin/amz002,https://doi.org/10.1093/applin/amz002,manual_journal_search[applied_linguistics]
Fiona Copland,Legitimate Talk in Feedback Conferences,2011,"..., however, is ‘hidden from view’ (Heritage and Sefi 1992: 362) and the norms of interaction are largely unexamined in the literature. Even less is known about feedback conducted in groups, yet many teachers training to teach English experience feedback in this way. This article provides a discourse analysis...",10.1093/applin/amr040,https://doi.org/10.1093/applin/amr040,manual_journal_search[applied_linguistics]
Hayden Blain and Chloé Diskin-Holdaway,Destabilizing Racial Discourses in Casual Talk-in-interaction,2022,... is evidence of the misapplication of the interpellation of racial subjects. The second section analyses two extracts where the racially described participants delicately disagree with the description and provide an account for doing so. We show that these accounts allow for the describer(s) to change...,10.1093/applin/amac064,https://doi.org/10.1093/applin/amac064,manual_journal_search[applied_linguistics]
Gwynne Mapes,Virtuous Outlaws: Affective Claims to Value in Professional Speechwriters’ Discourse,2023,"... a certain caliber of speechwriter—most successful speechwriters do not need classes, because they are perceived as innately skilled and capable. This signals their membership in the professional discourse community. Second, Molly demonstrates what I have identified elsewhere as a rhetorical device...",10.1093/applin/amad048,https://doi.org/10.1093/applin/amad048,manual_journal_search[applied_linguistics]
Matteo Fuoli and others,Responding Effectively to Customer Feedback on Twitter: A Mixed Methods Study of Webcare Styles,2020,"... verbs.  The second dimension captures an affective communication style on one end and a detached communication style on the other. Positive Dimension 2 is characterized by features associated with affective stance, such as BE as a main verb, predicative adjectives, perception verbs, and adjective...",10.1093/applin/amaa046,https://doi.org/10.1093/applin/amaa046,manual_journal_search[applied_linguistics]
Loren Sofia Rubio and others,"The role of script in Kyrgyz identity: Examining attitudes toward Kyrgyz script, Cyrillic, and Latinization",2025,"...: (1) the fit of Cyrillic for Kyrgyz phonological patterns, (2) the trajectory of de-Russification in Kyrgyzstan, and (3) Kyrgyz globalization and foreign relations. Our results indicate that de-Russification appears to be the most influential factor shaping attitudes toward both Cyrillic and Latin...",10.1093/applin/amaf013,https://doi.org/10.1093/applin/amaf013,manual_journal_search[applied_linguistics]
Justine A. Neiderhiser and others,‘Notice the Similarities between the Two Sets …’: Imperative Usage in a Corpus of Upper-Level Student Papers,2014,".... Such insights have implications for writing instructors and materials designers in both L1 and L2 contexts.  Imperative structures in spoken and written discourse perform a range of functions. They can be invitations, as in ‘ come over for a meal sometime’; they can be offers, as in ‘I can’t find my...",10.1093/applin/amu017,https://doi.org/10.1093/applin/amu017,manual_journal_search[applied_linguistics]
Guy Cook,Birds out of Dinosaurs: The Death and Life of Applied Linguistics,2015,"... could have its own insights into language, rather than just peddle second-hand ones from linguistics, it could also theorize and investigate areas of language use other than just language teaching and learning. In the 1990s, Christopher Brumfit formulated such an expansion of scope by defining applied...",10.1093/applin/amv038,https://doi.org/10.1093/applin/amv038,manual_journal_search[applied_linguistics]
María De Los Ángeles Gómez González,A Reappraisal of Lexical Cohesion in Conversational Discourse,2012,"...)  Theatres like the Almeida which has a wonderful record […]. The relationship between British (turn 48) and second instance of Latin (turn 49), interpreted as two co-specific (or co-hyponymic) terms of the more general (or superordinate) term ‘language’, exemplifies the immediate...",10.1093/applin/ams026,https://doi.org/10.1093/applin/ams026,manual_journal_search[applied_linguistics]
Emily Chiang and others,Identity in a Self-styled ‘Paedophile-hunting’ Group: A Linguistic Analysis of Stance in Facebook Group Chats,2023,"...     Total  4,382  2,027 (46% of total)  First, hunting groups are not homogenous, and operational approaches vary ( Purshouse 2020 ). In examining the collective stancetaking of a single hunting group (even one of the most active), findings are not generalizable. Second, this study includes only positive...",10.1093/applin/amad034,https://doi.org/10.1093/applin/amad034,manual_journal_search[applied_linguistics]
Carmen Lee,"‘English is our 2nd language, konglish is our mother tongue’: Recolonizing English Through Translingual Activism in a Social Movement",2023,".... As a Hongkonger, I closely followed the protests on both mainstream and social media on a daily, or even hourly, basis in the second half of 2019. One evening in July 2019, protesters gathered once again at a major shopping centre in Hong Kong. As I was watching one of the live-streamed videos on the Facebook...",10.1093/applin/amac036,https://doi.org/10.1093/applin/amac036,manual_journal_search[applied_linguistics]
Maria den Hartog and others,Processing Pronouns of Address in a Job Interview in French and German,2024,"... the recruiter is acting. Dutch Research Council  10.13039/501100003246    406.20.TW.011  In languages with two or more second-person pronouns, the choice of address for our interlocutor might not always be straightforward. Pronouns of address are usually referred to as informal or T (from Latin tu ‘you...",10.1093/applin/amae050,https://doi.org/10.1093/applin/amae050,manual_journal_search[applied_linguistics]
Lisa M Domke,How Children Read Multilingual Texts: A Description of Reading Translanguaging Strategies,2023,"... University Press, Standard Journals Publication Model ( https://academic.oup.com/pages/standard-publication-reuse-rights ) Michigan State University’s Department of Teacher Education Research Dissertation Development Fellowship The USA is paying increased attention to children’s biliteracy as 49 of 50 states...",10.1093/applin/amad032,https://doi.org/10.1093/applin/amad032,manual_journal_search[applied_linguistics]
Bal Krishna Sharma,Reflexivity in Applied Linguistics Research in the Tourism Workplace,2020,"... on the higher end of the privileged-marginalized continuum. I was a high-caste Hindu, fluent in Nepali (native and official language), English, and Hindi. I had worked as an English teacher for about nine years in Nepal and in the USA. I had been living in and receiving education in the USA for six years, which...",10.1093/applin/amz067,https://doi.org/10.1093/applin/amz067,manual_journal_search[applied_linguistics]
Alison Sealey,Book Reviews and Forum Contributions in Applied Linguistics—Continuity and Change,2015,... in this journal—in the second decade of the 21st century?  E-mail:  [email protected] © Oxford University Press 2015  2015 Abstract  This short article reflects on issues in applied linguistics from the perspective of the editor of the Book Reviews and Forum sections of the journal.  This Special Issue...,10.1093/applin/amv036,https://doi.org/10.1093/applin/amv036,manual_journal_search[applied_linguistics]
Tim Mcnamara,Applied Linguistics: The Challenge of Theory,2015,".... Institutionally, what is called Applied Linguistics in the English-speaking world tends, in other parts of the world, for example in the German-speaking space, to be organized differently: professional associations and conferences on the teaching and learning of foreign languages are organized separately from...",10.1093/applin/amv042,https://doi.org/10.1093/applin/amv042,manual_journal_search[applied_linguistics]
Joseph Sung-Yul Park,"Translating Culture in the Global Workplace: Language, Communication, and Diversity Management",2019,"..., competence in both her own language and the foreign language, utilizing her autonomous cognitive capacities for language learning (as theorized in approaches to second language acquisition based on Universal Grammar and psycholinguistics) and functional strategies for carrying out real-world tasks...",10.1093/applin/amz019,https://doi.org/10.1093/applin/amz019,manual_journal_search[applied_linguistics]
Solveig Granath and Magnus Ullén,‘The Elevation of Sensitivity over Truth’: Political Correctness and Related Phrases in the Time Magazine Corpus,2017,"... as a sort of brainwashing:   Thus, ‘sensitivity training’ programs designed to cultivate ‘correct thought’ about complicated normative, social, and political issues do not teach tolerance but impose orthodoxy. And when these programs favor manipulative psychological techniques over honest discussion...",10.1093/applin/amx019,https://doi.org/10.1093/applin/amx019,manual_journal_search[applied_linguistics]
Caroline Kerfoot and Basirat Olayemi Bello-Nonjengele,Game Changers? Multilingual Learners in a Cape Town Primary School,2014,"... under which all three local languages were offered as languages of learning and teaching until the end of Grade 6. Moreover, training for teachers on the pilot encouraged translanguaging 3  (  García 2009  ;  Baker 2011  ), that is, the use of any language or language variety...",10.1093/applin/amu044,https://doi.org/10.1093/applin/amu044,manual_journal_search[applied_linguistics]
Margaret R Hawkins,Transmodalities and Transnational Encounters: Fostering Critical Cosmopolitan Relations,2018,"..., stating that, ‘in interactional sociolinguistics there is more emphasis on speech phenomena per se … whereas ethnographic microanalysis has (made) an attempt to analyze nonverbal and verbal phenomena together’ (p. 287). Today, in this moment where the fields of second language acquisition and applied...",10.1093/applin/amx048,https://doi.org/10.1093/applin/amx048,manual_journal_search[applied_linguistics]
Federica Barbieri,Involvement in University Classroom Discourse: Register Variation and Interactivity,2013,"... and structural moves, first and second person pronouns, and discourse markers in lecture introductions and closings, respectively. Teachers are generally well-aware of the ways that class size affects classroom teaching, and class participation in particular. It seems possible then that class size might also...",10.1093/applin/amt030,https://doi.org/10.1093/applin/amt030,manual_journal_search[applied_linguistics]
Roger W. Shuy,Applied Linguistics Past and Future,2015,"..., Language, discussed how they applied the linguistic principles that all linguists shared about practical, real-world issues such as language learning and teaching. The applications of linguistic knowledge was important enough for some to even become elected as president of the LSA. Many linguists back...",10.1093/applin/amv016,https://doi.org/10.1093/applin/amv016,manual_journal_search[applied_linguistics]
Christian Burgers and Kathleen Ahrens,Change in Metaphorical Framing: Metaphors of TRade in 225 Years of State of the Union Addresses (1790–2014),2018,"... domain of the ‘toxic’ metaphor, implying more specificity. A second example of incremental change involves more radical meaning shifts. For EU discourse,  Musolff (2017)  describes how the metaphor ‘Britain at the heart of Europe’ changed over its discourse career. When first introduced in the early...",10.1093/applin/amy055,https://doi.org/10.1093/applin/amy055,manual_journal_search[applied_linguistics]
Leanne Bartley and Piergiorgio Trevisan,"‘We can fix this. Let’s get you out of trouble, son’: an analysis of the transitivity and appraisal patterns in the Netflix TV show When They See Us",2024,".... Two separate trials were held, with the first commencing in June 1990 and leading to the wrongful conviction of Antron McCray, Yusef Salaam, and Raymond Santana, who were sentenced as minors to 5–10 years in prison. Meanwhile, the second trial began in late October of the same year resulting...",10.1093/applin/amae081,https://doi.org/10.1093/applin/amae081,manual_journal_search[applied_linguistics]
Tony Capstick,Transnational Literacies as Social Remittances: The Role of Language Ideologies in Shaping Migrants’ Online Literacies,2019,... the different data sets. Usman attended both English-medium and Urdu-medium schools as his father was in the army and the family moved from garrison to garrison. Each school sponsored a different type of literacy: Usman recalled that the army schools promoted literacy in Urdu but many of the teachers spoke...,10.1093/applin/amz009,https://doi.org/10.1093/applin/amz009,manual_journal_search[applied_linguistics]
Neil Millar and others,Trends in the Expression of Epistemic Stance in NIH Research Funding Applications: 1985–2020,2023,"... purpose—e.g. widely, often). The two approaches differ somewhat in their positioning towards the object of study. Typically pedagogic in focus, analyses of ‘stance and engagement’ often identify persuasive strategies for the purposes of teaching. For example,  Chen and Hu (2020)  conclude...",10.1093/applin/amad050,https://doi.org/10.1093/applin/amad050,manual_journal_search[applied_linguistics]
Rebecca Hughes and Beatrice Szczepek Reed,Learning About Speech by Experiment: Issues in the Investigation of Spontaneous Talk within the Experimental Research Paradigm,2010,"..., lexically and prosodically. One such practice is the collaborative production of turns, in which second speakers continue a previously unfinished turn by a prior speaker ( Lerner 1991 ;  Szczepek Reed 2006 ). Another one is participants’ simultaneous production of the same, or very similar talk ( Liddicoat...",10.1093/applin/amq044,https://doi.org/10.1093/applin/amq044,manual_journal_search[applied_linguistics]
Farzad Karimzad,"Multilingualism, Chronotopes, and Resolutions: Toward an Analysis of the Total Sociolinguistic Fact",2021,"... of ethnolinguistic identity, and on the other hand, how the ideological force behind the idealized images of time–space frames populated by monolingual speakers overshadows participants’ lived, multilingual realities, leading to negative evaluations of their own ‘language mixing’. This second line of scholarship...",10.1093/applin/amaa053,https://doi.org/10.1093/applin/amaa053,manual_journal_search[applied_linguistics]
Stef Slembrouck and Christopher Hall,"Advice Giving, Managing Interruptions and the Construction of ‘Teachable Moments’",2017,"... is created, an action sequence to demonstrate and try out a particular routine with the child. A teachable moment ( Havighurst 1953 ) is an unplanned opportunity that arises in an educational setting where a teacher or instructor has an ideal chance to offer insight to his or her student(s). Crucial...",10.1093/applin/amx004,https://doi.org/10.1093/applin/amx004,manual_journal_search[applied_linguistics]
Susan Hunston and Hang Su,"Patterns, Constructions, and Local Grammar: A Case Study of ‘Evaluation’",2017,"..., and in particular to the place of Construction Grammar in relation to more output-oriented approaches. Suggestions for the application of this approach to language teaching are offered.  In this article we offer an updated reinterpretation of the notion of grammar patterns ( Hunston and Francis 1999 ) in terms...",10.1093/applin/amx046,https://doi.org/10.1093/applin/amx046,manual_journal_search[applied_linguistics]
Katrien L. B. Deroey,Marking Importance in Lectures: Interactive and Textual Orientation,2013,... Grammar  2013  John Benjamins  213  48        Kiewra  K A    How classroom teachers can help students learn and teach them how to learn  Theory Into Practice  2002  41  2  71  80         Lemke  J K    Resources for attitudinal meaning: evaluative orientations in text semantics  Functions of Language  1998...,10.1093/applin/amt029,https://doi.org/10.1093/applin/amt029,manual_journal_search[applied_linguistics]
Matteo Fuoli,Building a Trustworthy Corporate Identity: A Corpus-Based Analysis of Stance in Annual and Corporate Social Responsibility Reports,2017,"... halves ( Breeze 2013 : 88). The first part of the report, which includes the review of the year and primarily fulfills a promotional function, is characterized by a more positive tone and by a greater use of pictures ( Breeze 2013 : 88). The second part, which contains information about the company’s...",10.1093/applin/amw058,https://doi.org/10.1093/applin/amw058,manual_journal_search[applied_linguistics]
