authors,title,year,abstract,doi,link,search_method
GILLIAN BROWN,Making Sense: the Interaction of Linguistic Expression and Contextual Information,1989,... implications for the design of task-based materials for use with foreign and second language learners as well as mothertongue learners. Readers are reminded that context alone may not illuminate language use unless language is first deliberately used to guide listeners to identifying those features of context...,10.1093/applin/10.1.97,https://doi.org/10.1093/applin/10.1.97,manual_journal_search[applied_linguistics]
R. L. ALLWRIGHT and others,Investigating Reformulation as a Practical Strategy for the Teaching of Academic Writing,1988,"..., and guidance to learner-writers as to how to deal with these problems is limited to Vague prescriptive advice' (Zamel 1985: 83). This tendency seems to obtain equally in L2 teaching (cf. Applebee 1981; Zamel 1985): 'despite the influence of process-oriented research  teachers are still by and large...",10.1093/applin/9.3.236,https://doi.org/10.1093/applin/9.3.236,manual_journal_search[applied_linguistics]
GRAHAM D. LOW,On Teaching Metaphor,1988,"... foreign or second language learners. Unfortu- nately, little of the research has been developed in the context of Applied Linguistics and few of the results have filtered down to the 'shop floor' of language teaching methodology and courses. The reason for this may be not so much a lack of interest...",10.1093/applin/9.2.125,https://doi.org/10.1093/applin/9.2.125,manual_journal_search[applied_linguistics]
MALGORZATA P. BONIKOWSKA,The Choice of Opting Out,1988,"... parts: in the first part I shall attempt to justify my claim that opting out should be a legitimate object of pragmatic study, whereas in the second part I shall try to show the usefulness of studying the opting out choice and propose a way of doing it by presenting some data from my study...",10.1093/applin/9.2.169,https://doi.org/10.1093/applin/9.2.169,manual_journal_search[applied_linguistics]
JANET HOLMES,Doubt and Certainty in ESL Textbooks,1988,"... of hedges, the L2 speakers in our study   lacked both a knowledge of their semantic function and distribution. And House and Kasper (1981) demonstrate that German speakers and English speakers have different norms for expressing politeness which can create problems for second language learners of either...",10.1093/applin/9.1.21,https://doi.org/10.1093/applin/9.1.21,manual_journal_search[applied_linguistics]
MARTIN BYGATE,Units of Oral Expression and Language Learning in Small Group Interaction,1988,"... clear.   Teachers who may be persuaded of the relative value of structural teaching,  or of reading courses for specific purposes, or even of the value of developing fluency through oral activities, may still remain dubious about the general claim  that group or pair work in fact promotes language...",10.1093/applin/9.1.59,https://doi.org/10.1093/applin/9.1.59,manual_journal_search[applied_linguistics]
MARION WILLIAMS,Language Taught for Meetings and Language Used in Meetings: Is there Anything in Common?,1988,"... to be explicit. We might be in danger of teaching our students to be over- explicit.   Of course on the other hand there might be an argument for over-explicitness in L2 speakers. However, we might do them a disservice if they expect all native speakers to be equally explicit. There are obvious implications...",10.1093/applin/9.1.45,https://doi.org/10.1093/applin/9.1.45,manual_journal_search[applied_linguistics]
PHIL SCHOLFIELD,Communication Strategies—the Researcher Outmanoeuvred?,1987,"...-cooperative CS of learners and teachers). Now this latter situation is typical of the native speaker communicating with learners (foreign or children), and the equivalent for him of a cooperative CS is overtly to explain to the hearer what the unknown word means before using it (as an alternative...",10.1093/applin/8.3.219,https://doi.org/10.1093/applin/8.3.219,manual_journal_search[applied_linguistics]
GRAEME D. KENNEDY,Quantification and the Use of English: A Case Study of One Aspect of the Learner's Task,1987,".... Second, knowledge or beliefs about how languages are learned, informed by observations on the interaction of psycholinguistic and socio- linguistic variables, lead to varying emphasis on the role of the teacher either as an organizer of linguistic input or as an organizer of contexts for learning...",10.1093/applin/8.3.264,https://doi.org/10.1093/applin/8.3.264,manual_journal_search[applied_linguistics]
CLAUS FÆRCH and GABRIELE KASPER,Perspectives on Language Transfer*,1987,"... of this research was—and is—'applied' in the sense that its outcome ideally has some implications for foreign-language teaching, and in many countries it is carried out in close co-operation between teachers and researchers. One wonders what this co-operation would have looked like today if researchers had...",10.1093/applin/8.2.111,https://doi.org/10.1093/applin/8.2.111,manual_journal_search[applied_linguistics]
RONALD CARTER,Is there a Core Vocabulary? Some Implications for Language Teaching*,1987,"...', and processes of pidginization (see Blum and Levenston 1978, 1979 for useful accounts of what can be derived from such studies for second- language teaching and learning). There is also a body of work on acquisition order in first-language lexical development (see review in Elliot 1981), core- vocabulary...",10.1093/applin/8.2.178,https://doi.org/10.1093/applin/8.2.178,manual_journal_search[applied_linguistics]
NANCY SCHWEDA-NICHOLSON,Linguistic and Extralinguistic Aspects of Simultaneous Interpretation,1987,"..., and speak with a lag of only seconds/words separating the original source-language (SL) version and the target-language (TL) rendition. The goal of this compli- cated process is to communicate a message from the SL to the TL with minimal analysis time. SI is not a simple process of substituting a TL word...",10.1093/applin/8.2.194,https://doi.org/10.1093/applin/8.2.194,manual_journal_search[applied_linguistics]
EIRLYS E. DAVIES,A Contrastive Approach to the Analysis of Politeness Formulas,1987,"... and receptive performance and in developing a deeper   understanding of the foreign culture. A framework for the analysis and   comparison of politeness formulas is presented, and examples taken from   English and Moroccan Arabic are used to illustrate the kinds of contrast that   may arise...",10.1093/applin/8.1.75,https://doi.org/10.1093/applin/8.1.75,manual_journal_search[applied_linguistics]
CLAUS FÆERCH and GABRIELE KASPER,The Role of Comprehension in Second-language Learning,1986,"..., is a mis- conception of how comprehension normally works in the native language. In the case of learners who have had formal L2 teaching, this misconception may be induced through inappropriate teaching and learning activities, such as looking 266 COMPREHENSION IN SECOND-LANGUAGE LEARNING up qvery...",10.1093/applin/7.3.257,https://doi.org/10.1093/applin/7.3.257,manual_journal_search[applied_linguistics]
MICHAEL SHARWOOD SMITH,Comprehension versus Acquisition: Two Ways of Processing Input,1986,"... learners actually do. But this is, in fact, a pseudo-objection. In terms as outlined above, such investigations aim at uncovering competence facts. Once a picture is built up of what the learner believes or feels to be part of L2 competence, then a second type of investigation can focus on how...",10.1093/applin/7.3.239,https://doi.org/10.1093/applin/7.3.239,manual_journal_search[applied_linguistics]
GUY ASTON,Trouble-shooting in Interaction with Learners: the more the merrier?,1986,"...), or that the teacher should attempt to bring about interactions with those characteristics in or outside the classroom (methodology).   From a pedagogical perspective, there also seems to be a significant difference between these studies and earlier work on foreigner talk'. The earlier studies generally...",10.1093/applin/7.2.128,https://doi.org/10.1093/applin/7.2.128,manual_journal_search[applied_linguistics]
MIRIAM EISENSTEIN and JEAN W. BODMAN,‘I Very Appreciate’: Expressions of Gratitude by Native and Non-native Speakers of American English,1986,"....   Gingras (ed Second Language Acquisition and Foreign Language Teaching.   Arlington, VA: Center for Applied Linguistics. Scollon, R. and S. B. K. Scollon. 1979. 'Athabaskan-English Interethnic Communica-   tion.' Unpublished manuscript Searle, J. R. 1969. Speech Acts: An Essay in the Philosophy...",10.1093/applin/7.2.167,https://doi.org/10.1093/applin/7.2.167,manual_journal_search[applied_linguistics]
JOHN MAHER,The Development of English as an International Language of Medicine,1986,"... is the neglected slcill of present-day teacher training.   Second, the internationalization of medicine through the medium of English obliges language teaching and, in particular, English courses in Britain and North America to look beyond the hitherto extensive emphasis upon local linguistic/medical concerns...",10.1093/applin/7.2.206,https://doi.org/10.1093/applin/7.2.206,manual_journal_search[applied_linguistics]
JOHN SWALES,Citation Analysis and Discourse Analysis,1986,"... and discoveries, and to trace major networks of influence, collaboration, and dependence. A second and com- pletely different motivation has been to validate and refine certain statistical laws that might apply to bibliographical data. One such is Lotka's Law which states that the fraction of research workers...",10.1093/applin/7.1.39,https://doi.org/10.1093/applin/7.1.39,manual_journal_search[applied_linguistics]
MICHAEL STUBBS,‘A Matter of Prolonged Field Work‘: Notes Towards a Modal Grammar of English1,1986,"... of reorganizing a grammar along communica- tive lines.    I think this view of language has significant implications for many uses of linguistics, including: foreign language teaching; studies of cross-cultural com- munication; and the construction of computer-based 'expert systems'. Because space is limited...",10.1093/applin/7.1.1,https://doi.org/10.1093/applin/7.1.1,manual_journal_search[applied_linguistics]
WILLIAM FRAWLEY and JAMES P. LANTOLF,Second Language Discourse: A Vygotskyan Perspective,1985,...WILLIAM FRAWLEY; JAMES P. LANTOLF 6  1983    3  1984 © Oxford University Press  1985 Second Language Discourse:                  A Vygotskyan Perspective             WILLIAM FRAWLEY and JAMES P. LANTOLF                           University of Delaware  INTRODUCTION The purpose of this paper...,10.1093/applin/6.1.19,https://doi.org/10.1093/applin/6.1.19,manual_journal_search[applied_linguistics]
V. J. COOK,Chomsky's Universal Grammar and Second Language Learning,1985,... and McCarthy 1981); most  importantly a string of books by Chomsky himself has shown the development  in his views of language acquisition (Chomsky 1976; Chomsky 1980; Chomsky  1981a). This paper tries to take stock of recent Chomskyan thinking in terms of  second language (L2) learning. The first section...,10.1093/applin/6.1.2,https://doi.org/10.1093/applin/6.1.2,manual_journal_search[applied_linguistics]
SHOSHANA BLUM-KULKA and ELITE OLSHTAIN,Pragmatics and Second Language Learning: Preface,1984,"...SHOSHANA BLUM-KULKA; ELITE OLSHTAIN © Oxford University Press  1984 Pragmatics and Second Language Learning:                               Preface            SHOSHANA BLUM-KULKA ELITE OLSHTAIN               Hebrew University, Jerusalem Tel Aviv University   The papers collected...",10.1093/applin/5.3.187,https://doi.org/10.1093/applin/5.3.187,manual_journal_search[applied_linguistics]
CLAUS FAERCH and GABRIELE KASPER,Pragmatic Knowledge: Rules and Procedures,1984,"... to see pragmatic research contribute to the development of ways of improving the learning and teaching of pragmatic knowledge in a foreign language. To serve this purpose, it is essen- tial that pragmatics not only relates pragmatic knowledge to speech production/ reception and to principles...",10.1093/applin/5.3.214,https://doi.org/10.1093/applin/5.3.214,manual_journal_search[applied_linguistics]
ELLEN M. RINTELL,But How Did You FEEL about That?: The Learner's Perception of Emotion in Speech1,1984,"..., a great deal of enthusiasm has been generated among both first  and second language researchers about looking at the functional aspects of lan- guage acquisition. While earlier research traced the acquisition of morphemes and transformations, now we see many studies which focus on the learner's...",10.1093/applin/5.3.255,https://doi.org/10.1093/applin/5.3.255,manual_journal_search[applied_linguistics]
EIJA. VENTOLA,Orientation to Social Semiotics in Foreign Language Teaching1,1984,"...EIJA. VENTOLA © Oxford University Press  1984 Orientation to Social Semiotics in Foreign                     Language Teaching2                            EIJA.VENTOLA                        University of Sydney, Australia  1. INTRODUCTION Present theoretical and applied linguistic research...",10.1093/applin/5.3.275,https://doi.org/10.1093/applin/5.3.275,manual_journal_search[applied_linguistics]
DEBORAH TANNEN,The Pragmatics of Cross-Cultural Communication1,1984,"... communication is a means to understanding language at the same time that it is a means to understanding and, one hopes, improving problems and tasks facing the world and the people in it, including the task of teaching and learning new languages.                            DEBORAH TANNEN 195 NOTES  1...",10.1093/applin/5.3.189,https://doi.org/10.1093/applin/5.3.189,manual_journal_search[applied_linguistics]
SHOSHANA BLUM-KULKA and ELITE OLSHTAIN,Requests and Apologies: A Cross-Cultural Study of Speech Act Realization Patterns (CCSARP)1,1984,"... and from language to  language? Answers to this question have to be sought through cross-cultural research  in pragmatics. For applied linguists, especially for those concerned with communica-  tive language learning and teaching, cross-cultural research in pragmatics is essential  in coping...",10.1093/applin/5.3.196,https://doi.org/10.1093/applin/5.3.196,manual_journal_search[applied_linguistics]
JENNY THOMAS,Cross-Cultural Discourse as ‘Unequal Encounter’: Towards a Pragmatic Analysis1,1984,"... inappropriately over-assertive or domineering when talking English. In a second (unrelated) paper on the language of asymmetrical discourse (see Thomas 1983b), I described a range of pragmatic and discoursal features which recurred with great regularity in the speech of the dominant participant in a variety...",10.1093/applin/5.3.226,https://doi.org/10.1093/applin/5.3.226,manual_journal_search[applied_linguistics]
WILLIS EDMONDSON and others,Learning the Pragmatics of Discourse: A Project Report,1984,"...  The paper reports on a research project concerning'Communicative Competence as a  Learning Objective in Foreign Language Teaching (FLT which was carried out at  Ruhr-UniversitatBochum, Federal Republic of Germany, between 1976 and 1981.1  Although the starting point for this work was the situation...",10.1093/applin/5.2.113,https://doi.org/10.1093/applin/5.2.113,manual_journal_search[applied_linguistics]
M. J. MCCARTHY,A New Look at Vocabulary in EFL,1984,"..., and a steadily growing amount of work is beginning to challenge assumptions that have relegated vocabulary teaching to a secondary position in the priorities of language teaching. However, the teacher of English as a foreign language would be forgiven for holding the view that not much vocabulary teaching...",10.1093/applin/5.1.12,https://doi.org/10.1093/applin/5.1.12,manual_journal_search[applied_linguistics]
EIJA VENTOLA,Contrasting Schematic Structures in Service Encounters,1983,"... in. Thus, we may demand or give information, demand or give  goods and services (Halliday, forthcoming). Our social relationships also influence  turn-taking: who is in the position of initiating the turn and who, on the other  hand, is obliged to provide the second pair parts in adjacency pairs (Sacks...",10.1093/applin/4.3.242,https://doi.org/10.1093/applin/4.3.242,manual_journal_search[applied_linguistics]
WILLIAM T. LITTLEWOOD,Contrastive Pragmatics and the Foreign Language Learner's Personality,1983,"..., a foreign language teacher has to reach some working definition of where the boundary of language teaching lies. In particular, at what point do patterns of language use cease to be part of a repertoire which learners should (if possible) be taught to incorporate into their own speech behaviour? At what...",10.1093/applin/4.3.200,https://doi.org/10.1093/applin/4.3.200,manual_journal_search[applied_linguistics]
JENNY THOMAS,Cross-Cultural Pragmatic Failure,1983,"...:    It seems also to be advisable for the teacher to explicitly point out to the learner that    politeness markers are an integral part of the foreign cultural system, and should    neither be used nor interpreted by reference to the learner's native system. More    effective teaching of the behavioural...",10.1093/applin/4.2.91,https://doi.org/10.1093/applin/4.2.91,manual_journal_search[applied_linguistics]
JACK C. RICHARDS and MAYRI SUKWIWAT,Language Transfer and Conversational Competence,1983,"...                                  and                         MA YURI SUKWIWAT                          East-West Center, Honolulu  INTRODUCTION  Our understanding of the nature of second and foreign language learning has  greatly expanded in recent years as a consequence of research into many dimen-  sions of language and behaviour that were previously...",10.1093/applin/4.2.113,https://doi.org/10.1093/applin/4.2.113,manual_journal_search[applied_linguistics]
CATHERINE PETTINARI,The Function of a Grammatical Alternation in Fourteen Surgical Reports*,1983,....   The specialist informant is consulted in order to gain access to technical information. Selinker (1979) adopted a similar approach. Selinker's goal was to address the problem that many ESL teachers have faced: that of teaching students to read materials in English which the native-speaking teachers do...,10.1093/applin/4.1.55,https://doi.org/10.1093/applin/4.1.55,manual_journal_search[applied_linguistics]
FREDERICK J. NEW MEYER,On the Applicability of Transformational Generative Grammar*,1982,"... evidence to/the teacher that the student is learning major rules.    Implication 10. Presentation of material should encourage formation of    rules rather than memorization of items.   To appreciate the dramatic changes in second-language teaching practice  ushered in by the Chomskyan revolution, one...",10.1093/applin/III.2.89,https://doi.org/10.1093/applin/III.2.89,manual_journal_search[applied_linguistics]
RAY TONGUE and JOHN GIBBONS,Structural Syllabuses and the Young Beginner,1982,"... to   five hours a week is devoted to the teaching of a foreign language and where   behavioural or functional prediction is difficult, if not impossible. This is where   the grammatical/structural syllabus, in whatever guise, has always dominated.   How reasonable is it to suggest that because of what we...",10.1093/applin/III.1.60,https://doi.org/10.1093/applin/III.1.60,manual_journal_search[applied_linguistics]
RAY TONGUE and JOHN GIBBONS,Structural Syllabuses and the Young Beginner,1982,"... to   five hours a week is devoted to the teaching of a foreign language and where   behavioural or functional prediction is difficult, if not impossible. This is where   the grammatical/structural syllabus, in whatever guise, has always dominated.   How reasonable is it to suggest that because of what we...",10.1093/applin/III.1.60,https://doi.org/10.1093/applin/III.1.60,manual_journal_search[applied_linguistics]
MAHAVIR P. JAIN,On Meaning in the Foreign Learner's Dictionary,1981,"... the dictionary successfully in the productive mode. No less important is the 276 THE FOREIGN LEARNER'S DICTIONARY lexical-semantic information, and in L2 lexicography there has as yet been little development in this area (cf. Scholfield 1979). Within the limited scope of this paper it is not possible...",10.1093/applin/II.3.274,https://doi.org/10.1093/applin/II.3.274,manual_journal_search[applied_linguistics]
R. R. K. HARTMANN,Style Values: Linguistic Approaches and Lexicographical Practice,1981,".... Enkvist, N. E., 1980. 'Categories of situational context from the perspective of sty-    listics'. Language Teaching and Linguistics: Abstracts 13, 2: 75-94. Enkvist, N. E., et al., 1964. Linguistics and Style. London: Oxford University Press. Ervin-Tripp, S. M., 1973. 'The structure of communicative...",10.1093/applin/II.3.263,https://doi.org/10.1093/applin/II.3.263,manual_journal_search[applied_linguistics]
TEUN A. VAN DIJK,Discourse Studies and Education,1981,... in turn will appear to be the basis for a model of textual use and teaching in educational contexts. 3. A COGNITIVE MODEL OF DISCOURSE PROCESSING   In psychology also there has been increasing attention to discourse.14 After psycholinguistic studies *of the cognitive basis of the syntax and semantics...,10.1093/applin/II.1.1,https://doi.org/10.1093/applin/II.1.1,manual_journal_search[applied_linguistics]
JOHN MCH. SINCLAIR,SOME IMPLICATIONS OF DISCOURSE ANALYSIS FOR ESP METHODOLOGY,1980,"... of being taught in the same way as syntax, where form is substituted for skill. Whenever I present discourse to groups of language teachers and ask them to consider how it could be used in teaching the language, the almost unanimous response is to see it in terms of model dialogues, practising...",10.1093/applin/I.3.253,https://doi.org/10.1093/applin/I.3.253,manual_journal_search[applied_linguistics]
WILLIS J. EDMONDSON,SOME PROBLEMS CONCERNING THE EVALUATION OF FOREIGN LANGUAGE CLASSROOM DISCOURSE,1980,"... in the Description of   Teacher-Learner Interaction', paper read at the 5th AILA Congress, Montreal 1978.    (To appear in Congress Proceedings.)  Edmondson, W. J. 1978c. 'Context and Stress—the ""Old"" and the ""New"" in Foreign    Language Teaching"", in Anglistik undEnglischunterricht 6.  Edmondson, W. J. 1979...",10.1093/applin/I.3.271,https://doi.org/10.1093/applin/I.3.271,manual_journal_search[applied_linguistics]
MICHAEL P. BREEN and CHRISTOPHER N. CANDLIN,THE ESSENTIALS OF A COMMUNICATIVE CURRICULUM IN LANGUAGE TEACHING,1980,"... learners may bring to the curriculum. In dis-  cussing the potential methodology of a communicative curriculum, we will  consider (4) the process of teaching and learning, (5) the roles of teacher and  learners, and (6) the role of content within the teaching and learning. Finally  (7) we will discuss...",10.1093/applin/I.2.89,https://doi.org/10.1093/applin/I.2.89,manual_journal_search[applied_linguistics]
RICHARD W. SCHMIDT and JACK C. RICHARDS,SPEECH ACTS AND SECOND LANGUAGE LEARNING,1980,"... as  morpheme development, error analysis, developmental study of L2 syntax,  and these have been related to the concept of proficiency in a second or foreign  language. Speech act theory on the other hand, defining proficiency with  reference to communicative rather than linguistic competence, looks beyond...",10.1093/applin/I.2.129,https://doi.org/10.1093/applin/I.2.129,manual_journal_search[applied_linguistics]
WILGA M. RIVERS,FOREIGN LANGUAGE ACQUISITION: WHERE THE REAL PROBLEMS LIE,1980,"... of the listeners.  Adult learners are particularly conscious of deviations from the established networks and will seek to understand the nature of the system within which 56 FOREIGN LANGUAGE ACQUISITION they should operate. If the teacher or teaching materials do not make this clear, the adult learner...",10.1093/applin/I.1.48,https://doi.org/10.1093/applin/I.1.48,manual_journal_search[applied_linguistics]
MICHAEL CANALE and MERRILL SWAIN,THEORETICAL BASES OF COMMUNICATIVE APPROACHES TO SECOND LANGUAGE TEACHING AND TESTING,1980,"... Morrow, John Oller, Jr., A. S. ‘Buzz’ Palmer, H. H. ‘David’ Stern, and Joel Walters. Of course we assume full responsibility for the views expressed here and all forms of error. 5  1979 © Oxford University Press  1980 THEORETICAL BASES OF COM-  MUNICATIVE APPROACHES TO SECOND   LANGUAGE TEACHING...",10.1093/applin/I.1.1,https://doi.org/10.1093/applin/I.1.1,manual_journal_search[applied_linguistics]
